YearStart,YearEnd,LocationAbbr,LocationDesc,Data_Value,Race/Ethnicity,GeoLocation,Stratification1,StratificationCategoryId1,StratificationID1
2012,2012,MO,Missouri,42.1,Hispanic,"(38.635790776000476, -92.56630005299968)",Hispanic,RACE,RACEHIS
2012,2012,MO,Missouri,,Asian,"(38.635790776000476, -92.56630005299968)",Asian,RACE,RACEASN
2012,2012,MO,Missouri,,Hawaiian/Pacific Islander,"(38.635790776000476, -92.56630005299968)",Hawaiian/Pacific Islander,RACE,RACEHPI
2012,2012,MO,Missouri,,American Indian/Alaska Native,"(38.635790776000476, -92.56630005299968)",American Indian/Alaska Native,RACE,RACENAA
2012,2012,MO,Missouri,30.2,2 or more races,"(38.635790776000476, -92.56630005299968)",2 or more races,RACE,RACE2PLUS
2012,2012,MO,Missouri,,Other,"(38.635790776000476, -92.56630005299968)",Other,RACE,RACEOTH
2013,2013,MO,Missouri,29.6,Non-Hispanic White,"(38.635790776000476, -92.56630005299968)",Non-Hispanic White,RACE,RACEWHT
2013,2013,MO,Missouri,38.9,Non-Hispanic Black,"(38.635790776000476, -92.56630005299968)",Non-Hispanic Black,RACE,RACEBLK
2013,2013,MO,Missouri,31.2,Hispanic,"(38.635790776000476, -92.56630005299968)",Hispanic,RACE,RACEHIS
2013,2013,MO,Missouri,,Asian,"(38.635790776000476, -92.56630005299968)",Asian,RACE,RACEASN
2013,2013,MO,Missouri,,Hawaiian/Pacific Islander,"(38.635790776000476, -92.56630005299968)",Hawaiian/Pacific Islander,RACE,RACEHPI
2013,2013,MO,Missouri,,American Indian/Alaska Native,"(38.635790776000476, -92.56630005299968)",American Indian/Alaska Native,RACE,RACENAA
2013,2013,MO,Missouri,36.4,2 or more races,"(38.635790776000476, -92.56630005299968)",2 or more races,RACE,RACE2PLUS
2013,2013,MO,Missouri,,Other,"(38.635790776000476, -92.56630005299968)",Other,RACE,RACEOTH
2014,2014,MO,Missouri,29.4,Non-Hispanic White,"(38.635790776000476, -92.56630005299968)",Non-Hispanic White,RACE,RACEWHT
2014,2014,MO,Missouri,39.5,Non-Hispanic Black,"(38.635790776000476, -92.56630005299968)",Non-Hispanic Black,RACE,RACEBLK
2014,2014,MO,Missouri,33.3,Hispanic,"(38.635790776000476, -92.56630005299968)",Hispanic,RACE,RACEHIS
2014,2014,MO,Missouri,9.5,Asian,"(38.635790776000476, -92.56630005299968)",Asian,RACE,RACEASN
2014,2014,MO,Missouri,,Hawaiian/Pacific Islander,"(38.635790776000476, -92.56630005299968)",Hawaiian/Pacific Islander,RACE,RACEHPI
2014,2014,MO,Missouri,52.4,American Indian/Alaska Native,"(38.635790776000476, -92.56630005299968)",American Indian/Alaska Native,RACE,RACENAA
2014,2014,MO,Missouri,24.3,2 or more races,"(38.635790776000476, -92.56630005299968)",2 or more races,RACE,RACE2PLUS
2014,2014,MO,Missouri,,Other,"(38.635790776000476, -92.56630005299968)",Other,RACE,RACEOTH
2015,2015,MO,Missouri,,Asian,"(38.635790776000476, -92.56630005299968)",Asian,RACE,RACEASN
2015,2015,MO,Missouri,,Hawaiian/Pacific Islander,"(38.635790776000476, -92.56630005299968)",Hawaiian/Pacific Islander,RACE,RACEHPI
2015,2015,MO,Missouri,,Other,"(38.635790776000476, -92.56630005299968)",Other,RACE,RACEOTH
2015,2015,MO,Missouri,30.2,Hispanic,"(38.635790776000476, -92.56630005299968)",Hispanic,RACE,RACEHIS
2015,2015,MO,Missouri,30.6,2 or more races,"(38.635790776000476, -92.56630005299968)",2 or more races,RACE,RACE2PLUS
2015,2015,MO,Missouri,32,Non-Hispanic White,"(38.635790776000476, -92.56630005299968)",Non-Hispanic White,RACE,RACEWHT
2015,2015,MO,Missouri,32.6,American Indian/Alaska Native,"(38.635790776000476, -92.56630005299968)",American Indian/Alaska Native,RACE,RACENAA
2015,2015,MO,Missouri,36.9,Non-Hispanic Black,"(38.635790776000476, -92.56630005299968)",Non-Hispanic Black,RACE,RACEBLK
2011,2011,MT,Montana,24.1,Non-Hispanic White,"(47.06652897200047, -109.42442064499971)",Non-Hispanic White,RACE,RACEWHT
2011,2011,MT,Montana,,Non-Hispanic Black,"(47.06652897200047, -109.42442064499971)",Non-Hispanic Black,RACE,RACEBLK
2011,2011,MT,Montana,22.5,Hispanic,"(47.06652897200047, -109.42442064499971)",Hispanic,RACE,RACEHIS
2011,2011,MT,Montana,,Asian,"(47.06652897200047, -109.42442064499971)",Asian,RACE,RACEASN
2011,2011,MT,Montana,,Hawaiian/Pacific Islander,"(47.06652897200047, -109.42442064499971)",Hawaiian/Pacific Islander,RACE,RACEHPI
2011,2011,MT,Montana,36.1,American Indian/Alaska Native,"(47.06652897200047, -109.42442064499971)",American Indian/Alaska Native,RACE,RACENAA
2011,2011,MT,Montana,29.9,2 or more races,"(47.06652897200047, -109.42442064499971)",2 or more races,RACE,RACE2PLUS
2011,2011,MT,Montana,26,Other,"(47.06652897200047, -109.42442064499971)",Other,RACE,RACEOTH
2012,2012,MT,Montana,23,Non-Hispanic White,"(47.06652897200047, -109.42442064499971)",Non-Hispanic White,RACE,RACEWHT
2012,2012,MT,Montana,,Non-Hispanic Black,"(47.06652897200047, -109.42442064499971)",Non-Hispanic Black,RACE,RACEBLK
2012,2012,MT,Montana,31.1,Hispanic,"(47.06652897200047, -109.42442064499971)",Hispanic,RACE,RACEHIS
2012,2012,MT,Montana,,Asian,"(47.06652897200047, -109.42442064499971)",Asian,RACE,RACEASN
2012,2012,MT,Montana,,Hawaiian/Pacific Islander,"(47.06652897200047, -109.42442064499971)",Hawaiian/Pacific Islander,RACE,RACEHPI
2012,2012,MT,Montana,40.5,American Indian/Alaska Native,"(47.06652897200047, -109.42442064499971)",American Indian/Alaska Native,RACE,RACENAA
2012,2012,MT,Montana,25.9,2 or more races,"(47.06652897200047, -109.42442064499971)",2 or more races,RACE,RACE2PLUS
2012,2012,MT,Montana,,Other,"(47.06652897200047, -109.42442064499971)",Other,RACE,RACEOTH
2013,2013,MT,Montana,23.2,Non-Hispanic White,"(47.06652897200047, -109.42442064499971)",Non-Hispanic White,RACE,RACEWHT
2013,2013,MT,Montana,,Non-Hispanic Black,"(47.06652897200047, -109.42442064499971)",Non-Hispanic Black,RACE,RACEBLK
2013,2013,MT,Montana,33.8,Hispanic,"(47.06652897200047, -109.42442064499971)",Hispanic,RACE,RACEHIS
2013,2013,MT,Montana,,Asian,"(47.06652897200047, -109.42442064499971)",Asian,RACE,RACEASN
2013,2013,MT,Montana,,Hawaiian/Pacific Islander,"(47.06652897200047, -109.42442064499971)",Hawaiian/Pacific Islander,RACE,RACEHPI
2013,2013,MT,Montana,39.6,American Indian/Alaska Native,"(47.06652897200047, -109.42442064499971)",American Indian/Alaska Native,RACE,RACENAA
2013,2013,MT,Montana,39.9,2 or more races,"(47.06652897200047, -109.42442064499971)",2 or more races,RACE,RACE2PLUS
2013,2013,MT,Montana,,Other,"(47.06652897200047, -109.42442064499971)",Other,RACE,RACEOTH
2014,2014,MT,Montana,25.5,Non-Hispanic White,"(47.06652897200047, -109.42442064499971)",Non-Hispanic White,RACE,RACEWHT
2014,2014,MT,Montana,,Non-Hispanic Black,"(47.06652897200047, -109.42442064499971)",Non-Hispanic Black,RACE,RACEBLK
2014,2014,MT,Montana,24.8,Hispanic,"(47.06652897200047, -109.42442064499971)",Hispanic,RACE,RACEHIS
2014,2014,MT,Montana,,Asian,"(47.06652897200047, -109.42442064499971)",Asian,RACE,RACEASN
2014,2014,MT,Montana,,Hawaiian/Pacific Islander,"(47.06652897200047, -109.42442064499971)",Hawaiian/Pacific Islander,RACE,RACEHPI
2014,2014,MT,Montana,41.5,American Indian/Alaska Native,"(47.06652897200047, -109.42442064499971)",American Indian/Alaska Native,RACE,RACENAA
2014,2014,MT,Montana,36.8,2 or more races,"(47.06652897200047, -109.42442064499971)",2 or more races,RACE,RACE2PLUS
2014,2014,MT,Montana,,Other,"(47.06652897200047, -109.42442064499971)",Other,RACE,RACEOTH
2015,2015,MT,Montana,,Asian,"(47.06652897200047, -109.42442064499971)",Asian,RACE,RACEASN
2015,2015,MT,Montana,,Hawaiian/Pacific Islander,"(47.06652897200047, -109.42442064499971)",Hawaiian/Pacific Islander,RACE,RACEHPI
2015,2015,MT,Montana,,Non-Hispanic Black,"(47.06652897200047, -109.42442064499971)",Non-Hispanic Black,RACE,RACEBLK
2015,2015,MT,Montana,,Other,"(47.06652897200047, -109.42442064499971)",Other,RACE,RACEOTH
2015,2015,MT,Montana,22.1,Hispanic,"(47.06652897200047, -109.42442064499971)",Hispanic,RACE,RACEHIS
2015,2015,MT,Montana,22.6,Non-Hispanic White,"(47.06652897200047, -109.42442064499971)",Non-Hispanic White,RACE,RACEWHT
2015,2015,MT,Montana,31.2,2 or more races,"(47.06652897200047, -109.42442064499971)",2 or more races,RACE,RACE2PLUS
2015,2015,MT,Montana,38.4,American Indian/Alaska Native,"(47.06652897200047, -109.42442064499971)",American Indian/Alaska Native,RACE,RACENAA
2011,2011,NE,Nebraska,28.3,Non-Hispanic White,"(41.6410409880005, -99.36572062299967)",Non-Hispanic White,RACE,RACEWHT
2011,2011,NE,Nebraska,32.8,Non-Hispanic Black,"(41.6410409880005, -99.36572062299967)",Non-Hispanic Black,RACE,RACEBLK
2011,2011,NE,Nebraska,29.8,Hispanic,"(41.6410409880005, -99.36572062299967)",Hispanic,RACE,RACEHIS
2011,2011,NE,Nebraska,9.5,Asian,"(41.6410409880005, -99.36572062299967)",Asian,RACE,RACEASN
2011,2011,NE,Nebraska,,Hawaiian/Pacific Islander,"(41.6410409880005, -99.36572062299967)",Hawaiian/Pacific Islander,RACE,RACEHPI
2011,2011,NE,Nebraska,44.7,American Indian/Alaska Native,"(41.6410409880005, -99.36572062299967)",American Indian/Alaska Native,RACE,RACENAA
2011,2011,NE,Nebraska,31.5,2 or more races,"(41.6410409880005, -99.36572062299967)",2 or more races,RACE,RACE2PLUS
2011,2011,NE,Nebraska,18.2,Other,"(41.6410409880005, -99.36572062299967)",Other,RACE,RACEOTH
2012,2012,NE,Nebraska,28.3,Non-Hispanic White,"(41.6410409880005, -99.36572062299967)",Non-Hispanic White,RACE,RACEWHT
2012,2012,NE,Nebraska,33.6,Non-Hispanic Black,"(41.6410409880005, -99.36572062299967)",Non-Hispanic Black,RACE,RACEBLK
2012,2012,NE,Nebraska,31.1,Hispanic,"(41.6410409880005, -99.36572062299967)",Hispanic,RACE,RACEHIS
2012,2012,NE,Nebraska,9.3,Asian,"(41.6410409880005, -99.36572062299967)",Asian,RACE,RACEASN
2012,2012,NE,Nebraska,,Hawaiian/Pacific Islander,"(41.6410409880005, -99.36572062299967)",Hawaiian/Pacific Islander,RACE,RACEHPI
2012,2012,NE,Nebraska,35.6,American Indian/Alaska Native,"(41.6410409880005, -99.36572062299967)",American Indian/Alaska Native,RACE,RACENAA
2012,2012,NE,Nebraska,32,2 or more races,"(41.6410409880005, -99.36572062299967)",2 or more races,RACE,RACE2PLUS
2012,2012,NE,Nebraska,31.6,Other,"(41.6410409880005, -99.36572062299967)",Other,RACE,RACEOTH
2013,2013,NE,Nebraska,29.2,Non-Hispanic White,"(41.6410409880005, -99.36572062299967)",Non-Hispanic White,RACE,RACEWHT
2013,2013,NE,Nebraska,34.7,Non-Hispanic Black,"(41.6410409880005, -99.36572062299967)",Non-Hispanic Black,RACE,RACEBLK
2013,2013,NE,Nebraska,30.1,Hispanic,"(41.6410409880005, -99.36572062299967)",Hispanic,RACE,RACEHIS
2013,2013,NE,Nebraska,12.9,Asian,"(41.6410409880005, -99.36572062299967)",Asian,RACE,RACEASN
2013,2013,NE,Nebraska,,Hawaiian/Pacific Islander,"(41.6410409880005, -99.36572062299967)",Hawaiian/Pacific Islander,RACE,RACEHPI
2013,2013,NE,Nebraska,37.2,American Indian/Alaska Native,"(41.6410409880005, -99.36572062299967)",American Indian/Alaska Native,RACE,RACENAA
2013,2013,NE,Nebraska,34.5,2 or more races,"(41.6410409880005, -99.36572062299967)",2 or more races,RACE,RACE2PLUS
2013,2013,NE,Nebraska,,Other,"(41.6410409880005, -99.36572062299967)",Other,RACE,RACEOTH
2014,2014,NE,Nebraska,31.7,Hispanic,"(41.6410409880005, -99.36572062299967)",Hispanic,RACE,RACEHIS
2014,2014,NE,Nebraska,29.5,Non-Hispanic White,"(41.6410409880005, -99.36572062299967)",Non-Hispanic White,RACE,RACEWHT
2014,2014,NE,Nebraska,37.3,Non-Hispanic Black,"(41.6410409880005, -99.36572062299967)",Non-Hispanic Black,RACE,RACEBLK
2014,2014,NE,Nebraska,18.4,Asian,"(41.6410409880005, -99.36572062299967)",Asian,RACE,RACEASN
2014,2014,NE,Nebraska,,Hawaiian/Pacific Islander,"(41.6410409880005, -99.36572062299967)",Hawaiian/Pacific Islander,RACE,RACEHPI
2014,2014,NE,Nebraska,52.9,American Indian/Alaska Native,"(41.6410409880005, -99.36572062299967)",American Indian/Alaska Native,RACE,RACENAA
2014,2014,NE,Nebraska,45.9,2 or more races,"(41.6410409880005, -99.36572062299967)",2 or more races,RACE,RACE2PLUS
2014,2014,NE,Nebraska,,Other,"(41.6410409880005, -99.36572062299967)",Other,RACE,RACEOTH
2015,2015,NE,Nebraska,,Hawaiian/Pacific Islander,"(41.6410409880005, -99.36572062299967)",Hawaiian/Pacific Islander,RACE,RACEHPI
2015,2015,NE,Nebraska,,Other,"(41.6410409880005, -99.36572062299967)",Other,RACE,RACEOTH
2015,2015,NE,Nebraska,13.4,Asian,"(41.6410409880005, -99.36572062299967)",Asian,RACE,RACEASN
2015,2015,NE,Nebraska,30.5,Hispanic,"(41.6410409880005, -99.36572062299967)",Hispanic,RACE,RACEHIS
2015,2015,NE,Nebraska,31.3,Non-Hispanic White,"(41.6410409880005, -99.36572062299967)",Non-Hispanic White,RACE,RACEWHT
2015,2015,NE,Nebraska,33,2 or more races,"(41.6410409880005, -99.36572062299967)",2 or more races,RACE,RACE2PLUS
2015,2015,NE,Nebraska,36.8,Non-Hispanic Black,"(41.6410409880005, -99.36572062299967)",Non-Hispanic Black,RACE,RACEBLK
2015,2015,NE,Nebraska,47.3,American Indian/Alaska Native,"(41.6410409880005, -99.36572062299967)",American Indian/Alaska Native,RACE,RACENAA
2011,2011,NV,Nevada,21.9,Non-Hispanic White,"(39.493240390000494, -117.07184056399967)",Non-Hispanic White,RACE,RACEWHT
2011,2011,NV,Nevada,31.1,Non-Hispanic Black,"(39.493240390000494, -117.07184056399967)",Non-Hispanic Black,RACE,RACEBLK
2011,2011,NV,Nevada,29.1,Hispanic,"(39.493240390000494, -117.07184056399967)",Hispanic,RACE,RACEHIS
2011,2011,NV,Nevada,9.2,Asian,"(39.493240390000494, -117.07184056399967)",Asian,RACE,RACEASN
2011,2011,NV,Nevada,,Hawaiian/Pacific Islander,"(39.493240390000494, -117.07184056399967)",Hawaiian/Pacific Islander,RACE,RACEHPI
2011,2011,NV,Nevada,59.2,American Indian/Alaska Native,"(39.493240390000494, -117.07184056399967)",American Indian/Alaska Native,RACE,RACENAA
2011,2011,NV,Nevada,37.3,2 or more races,"(39.493240390000494, -117.07184056399967)",2 or more races,RACE,RACE2PLUS
2011,2011,NV,Nevada,8,Other,"(39.493240390000494, -117.07184056399967)",Other,RACE,RACEOTH
2012,2012,NV,Nevada,20.7,Asian,"(39.493240390000494, -117.07184056399967)",Asian,RACE,RACEASN
2012,2012,NV,Nevada,25.7,Non-Hispanic White,"(39.493240390000494, -117.07184056399967)",Non-Hispanic White,RACE,RACEWHT
2012,2012,NV,Nevada,34.1,Non-Hispanic Black,"(39.493240390000494, -117.07184056399967)",Non-Hispanic Black,RACE,RACEBLK
2012,2012,NV,Nevada,26.9,Hispanic,"(39.493240390000494, -117.07184056399967)",Hispanic,RACE,RACEHIS
2012,2012,NV,Nevada,,Hawaiian/Pacific Islander,"(39.493240390000494, -117.07184056399967)",Hawaiian/Pacific Islander,RACE,RACEHPI
2012,2012,NV,Nevada,19.8,American Indian/Alaska Native,"(39.493240390000494, -117.07184056399967)",American Indian/Alaska Native,RACE,RACENAA
2012,2012,NV,Nevada,25.7,2 or more races,"(39.493240390000494, -117.07184056399967)",2 or more races,RACE,RACE2PLUS
2012,2012,NV,Nevada,27,Other,"(39.493240390000494, -117.07184056399967)",Other,RACE,RACEOTH
2013,2013,NV,Nevada,26.4,Non-Hispanic White,"(39.493240390000494, -117.07184056399967)",Non-Hispanic White,RACE,RACEWHT
2013,2013,NV,Nevada,39,Non-Hispanic Black,"(39.493240390000494, -117.07184056399967)",Non-Hispanic Black,RACE,RACEBLK
2013,2013,NV,Nevada,26.1,Hispanic,"(39.493240390000494, -117.07184056399967)",Hispanic,RACE,RACEHIS
2013,2013,NV,Nevada,8.5,Asian,"(39.493240390000494, -117.07184056399967)",Asian,RACE,RACEASN
2013,2013,NV,Nevada,,Hawaiian/Pacific Islander,"(39.493240390000494, -117.07184056399967)",Hawaiian/Pacific Islander,RACE,RACEHPI
2013,2013,NV,Nevada,37.4,American Indian/Alaska Native,"(39.493240390000494, -117.07184056399967)",American Indian/Alaska Native,RACE,RACENAA
2013,2013,NV,Nevada,26.8,2 or more races,"(39.493240390000494, -117.07184056399967)",2 or more races,RACE,RACE2PLUS
2013,2013,NV,Nevada,,Other,"(39.493240390000494, -117.07184056399967)",Other,RACE,RACEOTH
2014,2014,NV,Nevada,26.9,Non-Hispanic White,"(39.493240390000494, -117.07184056399967)",Non-Hispanic White,RACE,RACEWHT
2014,2014,NV,Nevada,38.1,Non-Hispanic Black,"(39.493240390000494, -117.07184056399967)",Non-Hispanic Black,RACE,RACEBLK
2014,2014,NV,Nevada,30.3,Hispanic,"(39.493240390000494, -117.07184056399967)",Hispanic,RACE,RACEHIS
2014,2014,NV,Nevada,15,Asian,"(39.493240390000494, -117.07184056399967)",Asian,RACE,RACEASN
2014,2014,NV,Nevada,,Hawaiian/Pacific Islander,"(39.493240390000494, -117.07184056399967)",Hawaiian/Pacific Islander,RACE,RACEHPI
2014,2014,NV,Nevada,35.5,American Indian/Alaska Native,"(39.493240390000494, -117.07184056399967)",American Indian/Alaska Native,RACE,RACENAA
2014,2014,NV,Nevada,20.6,2 or more races,"(39.493240390000494, -117.07184056399967)",2 or more races,RACE,RACE2PLUS
2014,2014,NV,Nevada,,Other,"(39.493240390000494, -117.07184056399967)",Other,RACE,RACEOTH
2015,2015,NV,Nevada,,American Indian/Alaska Native,"(39.493240390000494, -117.07184056399967)",American Indian/Alaska Native,RACE,RACENAA
2015,2015,NV,Nevada,,Hawaiian/Pacific Islander,"(39.493240390000494, -117.07184056399967)",Hawaiian/Pacific Islander,RACE,RACEHPI
2015,2015,NV,Nevada,,Other,"(39.493240390000494, -117.07184056399967)",Other,RACE,RACEOTH
2015,2015,NV,Nevada,11,Asian,"(39.493240390000494, -117.07184056399967)",Asian,RACE,RACEASN
2015,2015,NV,Nevada,21.8,2 or more races,"(39.493240390000494, -117.07184056399967)",2 or more races,RACE,RACE2PLUS
2015,2015,NV,Nevada,25.5,Non-Hispanic White,"(39.493240390000494, -117.07184056399967)",Non-Hispanic White,RACE,RACEWHT
2015,2015,NV,Nevada,26.7,Non-Hispanic Black,"(39.493240390000494, -117.07184056399967)",Non-Hispanic Black,RACE,RACEBLK
2015,2015,NV,Nevada,35,Hispanic,"(39.493240390000494, -117.07184056399967)",Hispanic,RACE,RACEHIS
2011,2011,NH,New Hampshire,26.5,Non-Hispanic White,"(43.65595011300047, -71.50036091999965)",Non-Hispanic White,RACE,RACEWHT
2011,2011,NH,New Hampshire,,Non-Hispanic Black,"(43.65595011300047, -71.50036091999965)",Non-Hispanic Black,RACE,RACEBLK
2011,2011,NH,New Hampshire,22.6,Hispanic,"(43.65595011300047, -71.50036091999965)",Hispanic,RACE,RACEHIS
2011,2011,NH,New Hampshire,,Asian,"(43.65595011300047, -71.50036091999965)",Asian,RACE,RACEASN
2011,2011,NH,New Hampshire,,Hawaiian/Pacific Islander,"(43.65595011300047, -71.50036091999965)",Hawaiian/Pacific Islander,RACE,RACEHPI
2011,2011,NH,New Hampshire,,American Indian/Alaska Native,"(43.65595011300047, -71.50036091999965)",American Indian/Alaska Native,RACE,RACENAA
2011,2011,NH,New Hampshire,,2 or more races,"(43.65595011300047, -71.50036091999965)",2 or more races,RACE,RACE2PLUS
2011,2011,NH,New Hampshire,26.2,Other,"(43.65595011300047, -71.50036091999965)",Other,RACE,RACEOTH
2012,2012,NH,New Hampshire,27.7,Non-Hispanic White,"(43.65595011300047, -71.50036091999965)",Non-Hispanic White,RACE,RACEWHT
2012,2012,NH,New Hampshire,,Non-Hispanic Black,"(43.65595011300047, -71.50036091999965)",Non-Hispanic Black,RACE,RACEBLK
2012,2012,NH,New Hampshire,26.1,Hispanic,"(43.65595011300047, -71.50036091999965)",Hispanic,RACE,RACEHIS
2012,2012,NH,New Hampshire,2,Asian,"(43.65595011300047, -71.50036091999965)",Asian,RACE,RACEASN
2012,2012,NH,New Hampshire,,Hawaiian/Pacific Islander,"(43.65595011300047, -71.50036091999965)",Hawaiian/Pacific Islander,RACE,RACEHPI
2012,2012,NH,New Hampshire,,American Indian/Alaska Native,"(43.65595011300047, -71.50036091999965)",American Indian/Alaska Native,RACE,RACENAA
2012,2012,NH,New Hampshire,20.8,2 or more races,"(43.65595011300047, -71.50036091999965)",2 or more races,RACE,RACE2PLUS
2012,2012,NH,New Hampshire,,Other,"(43.65595011300047, -71.50036091999965)",Other,RACE,RACEOTH
2013,2013,NH,New Hampshire,27.3,Non-Hispanic White,"(43.65595011300047, -71.50036091999965)",Non-Hispanic White,RACE,RACEWHT
2013,2013,NH,New Hampshire,,Non-Hispanic Black,"(43.65595011300047, -71.50036091999965)",Non-Hispanic Black,RACE,RACEBLK
2013,2013,NH,New Hampshire,25.3,Hispanic,"(43.65595011300047, -71.50036091999965)",Hispanic,RACE,RACEHIS
2013,2013,NH,New Hampshire,,Asian,"(43.65595011300047, -71.50036091999965)",Asian,RACE,RACEASN
2013,2013,NH,New Hampshire,,Hawaiian/Pacific Islander,"(43.65595011300047, -71.50036091999965)",Hawaiian/Pacific Islander,RACE,RACEHPI
2013,2013,NH,New Hampshire,,American Indian/Alaska Native,"(43.65595011300047, -71.50036091999965)",American Indian/Alaska Native,RACE,RACENAA
2013,2013,NH,New Hampshire,18,2 or more races,"(43.65595011300047, -71.50036091999965)",2 or more races,RACE,RACE2PLUS
2013,2013,NH,New Hampshire,27.8,Other,"(43.65595011300047, -71.50036091999965)",Other,RACE,RACEOTH
2014,2014,NH,New Hampshire,27.7,Non-Hispanic White,"(43.65595011300047, -71.50036091999965)",Non-Hispanic White,RACE,RACEWHT
2014,2014,NH,New Hampshire,,Non-Hispanic Black,"(43.65595011300047, -71.50036091999965)",Non-Hispanic Black,RACE,RACEBLK
2014,2014,NH,New Hampshire,34.2,Hispanic,"(43.65595011300047, -71.50036091999965)",Hispanic,RACE,RACEHIS
2014,2014,NH,New Hampshire,7.5,Asian,"(43.65595011300047, -71.50036091999965)",Asian,RACE,RACEASN
2014,2014,NH,New Hampshire,,Hawaiian/Pacific Islander,"(43.65595011300047, -71.50036091999965)",Hawaiian/Pacific Islander,RACE,RACEHPI
2014,2014,NH,New Hampshire,,American Indian/Alaska Native,"(43.65595011300047, -71.50036091999965)",American Indian/Alaska Native,RACE,RACENAA
2014,2014,NH,New Hampshire,20.5,2 or more races,"(43.65595011300047, -71.50036091999965)",2 or more races,RACE,RACE2PLUS
2014,2014,NH,New Hampshire,,Other,"(43.65595011300047, -71.50036091999965)",Other,RACE,RACEOTH
2015,2015,NH,New Hampshire,,American Indian/Alaska Native,"(43.65595011300047, -71.50036091999965)",American Indian/Alaska Native,RACE,RACENAA
2015,2015,NH,New Hampshire,,Hawaiian/Pacific Islander,"(43.65595011300047, -71.50036091999965)",Hawaiian/Pacific Islander,RACE,RACEHPI
2015,2015,NH,New Hampshire,,Non-Hispanic Black,"(43.65595011300047, -71.50036091999965)",Non-Hispanic Black,RACE,RACEBLK
2015,2015,NH,New Hampshire,,Other,"(43.65595011300047, -71.50036091999965)",Other,RACE,RACEOTH
2015,2015,NH,New Hampshire,14.2,Asian,"(43.65595011300047, -71.50036091999965)",Asian,RACE,RACEASN
2015,2015,NH,New Hampshire,20.3,Hispanic,"(43.65595011300047, -71.50036091999965)",Hispanic,RACE,RACEHIS
2015,2015,NH,New Hampshire,22.5,2 or more races,"(43.65595011300047, -71.50036091999965)",2 or more races,RACE,RACE2PLUS
2015,2015,NH,New Hampshire,26.8,Non-Hispanic White,"(43.65595011300047, -71.50036091999965)",Non-Hispanic White,RACE,RACEWHT
2011,2011,NJ,New Jersey,23.1,Non-Hispanic White,"(40.13057004800049, -74.27369128799967)",Non-Hispanic White,RACE,RACEWHT
2011,2011,NJ,New Jersey,31.8,Non-Hispanic Black,"(40.13057004800049, -74.27369128799967)",Non-Hispanic Black,RACE,RACEBLK
2011,2011,NJ,New Jersey,27.3,Hispanic,"(40.13057004800049, -74.27369128799967)",Hispanic,RACE,RACEHIS
2011,2011,NJ,New Jersey,10.2,Asian,"(40.13057004800049, -74.27369128799967)",Asian,RACE,RACEASN
2011,2011,NJ,New Jersey,,Hawaiian/Pacific Islander,"(40.13057004800049, -74.27369128799967)",Hawaiian/Pacific Islander,RACE,RACEHPI
2011,2011,NJ,New Jersey,26.1,American Indian/Alaska Native,"(40.13057004800049, -74.27369128799967)",American Indian/Alaska Native,RACE,RACENAA
2011,2011,NJ,New Jersey,28.9,2 or more races,"(40.13057004800049, -74.27369128799967)",2 or more races,RACE,RACE2PLUS
2011,2011,NJ,New Jersey,12.3,Other,"(40.13057004800049, -74.27369128799967)",Other,RACE,RACEOTH
2012,2012,NJ,New Jersey,24.1,Non-Hispanic White,"(40.13057004800049, -74.27369128799967)",Non-Hispanic White,RACE,RACEWHT
2012,2012,NJ,New Jersey,36.1,Non-Hispanic Black,"(40.13057004800049, -74.27369128799967)",Non-Hispanic Black,RACE,RACEBLK
2012,2012,NJ,New Jersey,26.3,Hispanic,"(40.13057004800049, -74.27369128799967)",Hispanic,RACE,RACEHIS
2012,2012,NJ,New Jersey,7.9,Asian,"(40.13057004800049, -74.27369128799967)",Asian,RACE,RACEASN
2012,2012,NJ,New Jersey,,Hawaiian/Pacific Islander,"(40.13057004800049, -74.27369128799967)",Hawaiian/Pacific Islander,RACE,RACEHPI
2012,2012,NJ,New Jersey,16.1,American Indian/Alaska Native,"(40.13057004800049, -74.27369128799967)",American Indian/Alaska Native,RACE,RACENAA
2012,2012,NJ,New Jersey,26.2,2 or more races,"(40.13057004800049, -74.27369128799967)",2 or more races,RACE,RACE2PLUS
2012,2012,NJ,New Jersey,22.5,Other,"(40.13057004800049, -74.27369128799967)",Other,RACE,RACEOTH
2013,2013,NJ,New Jersey,26,Non-Hispanic White,"(40.13057004800049, -74.27369128799967)",Non-Hispanic White,RACE,RACEWHT
2013,2013,NJ,New Jersey,35.6,Non-Hispanic Black,"(40.13057004800049, -74.27369128799967)",Non-Hispanic Black,RACE,RACEBLK
2013,2013,NJ,New Jersey,28.8,Hispanic,"(40.13057004800049, -74.27369128799967)",Hispanic,RACE,RACEHIS
2013,2013,NJ,New Jersey,10.4,Asian,"(40.13057004800049, -74.27369128799967)",Asian,RACE,RACEASN
2013,2013,NJ,New Jersey,,Hawaiian/Pacific Islander,"(40.13057004800049, -74.27369128799967)",Hawaiian/Pacific Islander,RACE,RACEHPI
2013,2013,NJ,New Jersey,41.5,American Indian/Alaska Native,"(40.13057004800049, -74.27369128799967)",American Indian/Alaska Native,RACE,RACENAA
2013,2013,NJ,New Jersey,38.3,2 or more races,"(40.13057004800049, -74.27369128799967)",2 or more races,RACE,RACE2PLUS
