YearStart,YearEnd,LocationAbbr,LocationDesc,Data_Value,Total,Gender,GeoLocation,Stratification1,StratificationCategoryId1,StratificationID1
2013,2013,WI,Wisconsin,28.7,,Female,"(44.39319117400049, -89.81637074199966)",Female,GEN,FEMALE
2014,2014,WI,Wisconsin,31.8,,Male,"(44.39319117400049, -89.81637074199966)",Male,GEN,MALE
2014,2014,WI,Wisconsin,30.5,,Female,"(44.39319117400049, -89.81637074199966)",Female,GEN,FEMALE
2015,2015,WI,Wisconsin,31.2,,Male,"(44.39319117400049, -89.81637074199966)",Male,GEN,MALE
2015,2015,WI,Wisconsin,30.1,,Female,"(44.39319117400049, -89.81637074199966)",Female,GEN,FEMALE
2011,2011,WY,Wyoming,26.1,,Male,"(43.23554134300048, -108.10983035299967)",Male,GEN,MALE
2011,2011,WY,Wyoming,23.8,,Female,"(43.23554134300048, -108.10983035299967)",Female,GEN,FEMALE
2012,2012,WY,Wyoming,22.6,,Male,"(43.23554134300048, -108.10983035299967)",Male,GEN,MALE
2012,2012,WY,Wyoming,26.8,,Female,"(43.23554134300048, -108.10983035299967)",Female,GEN,FEMALE
2013,2013,WY,Wyoming,28.2,,Male,"(43.23554134300048, -108.10983035299967)",Male,GEN,MALE
2013,2013,WY,Wyoming,27.4,,Female,"(43.23554134300048, -108.10983035299967)",Female,GEN,FEMALE
2014,2014,WY,Wyoming,29.7,,Male,"(43.23554134300048, -108.10983035299967)",Male,GEN,MALE
2014,2014,WY,Wyoming,29.2,,Female,"(43.23554134300048, -108.10983035299967)",Female,GEN,FEMALE
2015,2015,WY,Wyoming,30.1,,Male,"(43.23554134300048, -108.10983035299967)",Male,GEN,MALE
2015,2015,WY,Wyoming,27.8,,Female,"(43.23554134300048, -108.10983035299967)",Female,GEN,FEMALE
