YearStart,YearEnd,LocationAbbr,LocationDesc,Data_Value,Age(years),GeoLocation,Stratification1,StratificationCategoryId1,StratificationID1
2015,2015,IL,Illinois,34.9,35 - 44,"(40.48501028300046, -88.99771017799969)",35 - 44,AGEYR,AGEYR3544
2015,2015,IL,Illinois,35.2,45 - 54,"(40.48501028300046, -88.99771017799969)",45 - 54,AGEYR,AGEYR4554
2015,2015,IL,Illinois,37,55 - 64,"(40.48501028300046, -88.99771017799969)",55 - 64,AGEYR,AGEYR5564
2011,2011,IN,Indiana,19.6,18 - 24,"(39.766910452000445, -86.14996019399968)",18 - 24,AGEYR,AGEYR1824
2011,2011,IN,Indiana,30.9,25 - 34,"(39.766910452000445, -86.14996019399968)",25 - 34,AGEYR,AGEYR2534
2011,2011,IN,Indiana,33.2,35 - 44,"(39.766910452000445, -86.14996019399968)",35 - 44,AGEYR,AGEYR3544
2011,2011,IN,Indiana,35.8,45 - 54,"(39.766910452000445, -86.14996019399968)",45 - 54,AGEYR,AGEYR4554
2011,2011,IN,Indiana,36.7,55 - 64,"(39.766910452000445, -86.14996019399968)",55 - 64,AGEYR,AGEYR5564
2011,2011,IN,Indiana,26.6,65 or older,"(39.766910452000445, -86.14996019399968)",65 or older,AGEYR,AGEYR65PLUS
2012,2012,IN,Indiana,19.2,18 - 24,"(39.766910452000445, -86.14996019399968)",18 - 24,AGEYR,AGEYR1824
2012,2012,IN,Indiana,33.6,25 - 34,"(39.766910452000445, -86.14996019399968)",25 - 34,AGEYR,AGEYR2534
2012,2012,IN,Indiana,30.5,35 - 44,"(39.766910452000445, -86.14996019399968)",35 - 44,AGEYR,AGEYR3544
2012,2012,IN,Indiana,35.8,45 - 54,"(39.766910452000445, -86.14996019399968)",45 - 54,AGEYR,AGEYR4554
2012,2012,IN,Indiana,38.4,55 - 64,"(39.766910452000445, -86.14996019399968)",55 - 64,AGEYR,AGEYR5564
2012,2012,IN,Indiana,29.3,65 or older,"(39.766910452000445, -86.14996019399968)",65 or older,AGEYR,AGEYR65PLUS
2013,2013,IN,Indiana,37,55 - 64,"(39.766910452000445, -86.14996019399968)",55 - 64,AGEYR,AGEYR5564
2013,2013,IN,Indiana,19.7,18 - 24,"(39.766910452000445, -86.14996019399968)",18 - 24,AGEYR,AGEYR1824
2013,2013,IN,Indiana,29.2,25 - 34,"(39.766910452000445, -86.14996019399968)",25 - 34,AGEYR,AGEYR2534
2013,2013,IN,Indiana,32.7,35 - 44,"(39.766910452000445, -86.14996019399968)",35 - 44,AGEYR,AGEYR3544
2013,2013,IN,Indiana,38.8,45 - 54,"(39.766910452000445, -86.14996019399968)",45 - 54,AGEYR,AGEYR4554
2013,2013,IN,Indiana,30.7,65 or older,"(39.766910452000445, -86.14996019399968)",65 or older,AGEYR,AGEYR65PLUS
2014,2014,IN,Indiana,35.5,35 - 44,"(39.766910452000445, -86.14996019399968)",35 - 44,AGEYR,AGEYR3544
2014,2014,IN,Indiana,19.9,18 - 24,"(39.766910452000445, -86.14996019399968)",18 - 24,AGEYR,AGEYR1824
2014,2014,IN,Indiana,32,25 - 34,"(39.766910452000445, -86.14996019399968)",25 - 34,AGEYR,AGEYR2534
2014,2014,IN,Indiana,38.8,45 - 54,"(39.766910452000445, -86.14996019399968)",45 - 54,AGEYR,AGEYR4554
2014,2014,IN,Indiana,37.8,55 - 64,"(39.766910452000445, -86.14996019399968)",55 - 64,AGEYR,AGEYR5564
2014,2014,IN,Indiana,30.2,65 or older,"(39.766910452000445, -86.14996019399968)",65 or older,AGEYR,AGEYR65PLUS
2015,2015,IN,Indiana,22.6,18 - 24,"(39.766910452000445, -86.14996019399968)",18 - 24,AGEYR,AGEYR1824
2015,2015,IN,Indiana,28.3,25 - 34,"(39.766910452000445, -86.14996019399968)",25 - 34,AGEYR,AGEYR2534
2015,2015,IN,Indiana,29.5,65 or older,"(39.766910452000445, -86.14996019399968)",65 or older,AGEYR,AGEYR65PLUS
2015,2015,IN,Indiana,30.9,35 - 44,"(39.766910452000445, -86.14996019399968)",35 - 44,AGEYR,AGEYR3544
2015,2015,IN,Indiana,36.7,55 - 64,"(39.766910452000445, -86.14996019399968)",55 - 64,AGEYR,AGEYR5564
2015,2015,IN,Indiana,38,45 - 54,"(39.766910452000445, -86.14996019399968)",45 - 54,AGEYR,AGEYR4554
2011,2011,IA,Iowa,14.4,18 - 24,"(42.46940091300047, -93.81649055599968)",18 - 24,AGEYR,AGEYR1824
2011,2011,IA,Iowa,22.8,25 - 34,"(42.46940091300047, -93.81649055599968)",25 - 34,AGEYR,AGEYR2534
2011,2011,IA,Iowa,32.7,35 - 44,"(42.46940091300047, -93.81649055599968)",35 - 44,AGEYR,AGEYR3544
2011,2011,IA,Iowa,35.6,45 - 54,"(42.46940091300047, -93.81649055599968)",45 - 54,AGEYR,AGEYR4554
2011,2011,IA,Iowa,35.6,55 - 64,"(42.46940091300047, -93.81649055599968)",55 - 64,AGEYR,AGEYR5564
2011,2011,IA,Iowa,29.1,65 or older,"(42.46940091300047, -93.81649055599968)",65 or older,AGEYR,AGEYR65PLUS
2012,2012,IA,Iowa,16.5,18 - 24,"(42.46940091300047, -93.81649055599968)",18 - 24,AGEYR,AGEYR1824
2012,2012,IA,Iowa,30,25 - 34,"(42.46940091300047, -93.81649055599968)",25 - 34,AGEYR,AGEYR2534
2012,2012,IA,Iowa,33,35 - 44,"(42.46940091300047, -93.81649055599968)",35 - 44,AGEYR,AGEYR3544
2012,2012,IA,Iowa,34.1,45 - 54,"(42.46940091300047, -93.81649055599968)",45 - 54,AGEYR,AGEYR4554
2012,2012,IA,Iowa,37.8,55 - 64,"(42.46940091300047, -93.81649055599968)",55 - 64,AGEYR,AGEYR5564
2012,2012,IA,Iowa,29.6,65 or older,"(42.46940091300047, -93.81649055599968)",65 or older,AGEYR,AGEYR65PLUS
2013,2013,IA,Iowa,18.1,18 - 24,"(42.46940091300047, -93.81649055599968)",18 - 24,AGEYR,AGEYR1824
2013,2013,IA,Iowa,31.5,25 - 34,"(42.46940091300047, -93.81649055599968)",25 - 34,AGEYR,AGEYR2534
2013,2013,IA,Iowa,34.3,35 - 44,"(42.46940091300047, -93.81649055599968)",35 - 44,AGEYR,AGEYR3544
2013,2013,IA,Iowa,34.9,45 - 54,"(42.46940091300047, -93.81649055599968)",45 - 54,AGEYR,AGEYR4554
2013,2013,IA,Iowa,37.4,55 - 64,"(42.46940091300047, -93.81649055599968)",55 - 64,AGEYR,AGEYR5564
2013,2013,IA,Iowa,29.9,65 or older,"(42.46940091300047, -93.81649055599968)",65 or older,AGEYR,AGEYR65PLUS
2014,2014,IA,Iowa,15,18 - 24,"(42.46940091300047, -93.81649055599968)",18 - 24,AGEYR,AGEYR1824
2014,2014,IA,Iowa,27.1,25 - 34,"(42.46940091300047, -93.81649055599968)",25 - 34,AGEYR,AGEYR2534
2014,2014,IA,Iowa,35.4,35 - 44,"(42.46940091300047, -93.81649055599968)",35 - 44,AGEYR,AGEYR3544
2014,2014,IA,Iowa,36.1,45 - 54,"(42.46940091300047, -93.81649055599968)",45 - 54,AGEYR,AGEYR4554
2014,2014,IA,Iowa,37.9,55 - 64,"(42.46940091300047, -93.81649055599968)",55 - 64,AGEYR,AGEYR5564
2014,2014,IA,Iowa,30.9,65 or older,"(42.46940091300047, -93.81649055599968)",65 or older,AGEYR,AGEYR65PLUS
2015,2015,IA,Iowa,17.8,18 - 24,"(42.46940091300047, -93.81649055599968)",18 - 24,AGEYR,AGEYR1824
2015,2015,IA,Iowa,31.1,65 or older,"(42.46940091300047, -93.81649055599968)",65 or older,AGEYR,AGEYR65PLUS
2015,2015,IA,Iowa,32.2,25 - 34,"(42.46940091300047, -93.81649055599968)",25 - 34,AGEYR,AGEYR2534
2015,2015,IA,Iowa,35.3,55 - 64,"(42.46940091300047, -93.81649055599968)",55 - 64,AGEYR,AGEYR5564
2015,2015,IA,Iowa,36.6,45 - 54,"(42.46940091300047, -93.81649055599968)",45 - 54,AGEYR,AGEYR4554
2015,2015,IA,Iowa,37.9,35 - 44,"(42.46940091300047, -93.81649055599968)",35 - 44,AGEYR,AGEYR3544
2011,2011,KS,Kansas,16.1,18 - 24,"(38.34774030000045, -98.20078122699965)",18 - 24,AGEYR,AGEYR1824
2011,2011,KS,Kansas,28.8,25 - 34,"(38.34774030000045, -98.20078122699965)",25 - 34,AGEYR,AGEYR2534
2011,2011,KS,Kansas,32.9,35 - 44,"(38.34774030000045, -98.20078122699965)",35 - 44,AGEYR,AGEYR3544
2011,2011,KS,Kansas,34.8,45 - 54,"(38.34774030000045, -98.20078122699965)",45 - 54,AGEYR,AGEYR4554
2011,2011,KS,Kansas,36,55 - 64,"(38.34774030000045, -98.20078122699965)",55 - 64,AGEYR,AGEYR5564
2011,2011,KS,Kansas,26.3,65 or older,"(38.34774030000045, -98.20078122699965)",65 or older,AGEYR,AGEYR65PLUS
2012,2012,KS,Kansas,19.6,18 - 24,"(38.34774030000045, -98.20078122699965)",18 - 24,AGEYR,AGEYR1824
2012,2012,KS,Kansas,30.2,25 - 34,"(38.34774030000045, -98.20078122699965)",25 - 34,AGEYR,AGEYR2534
2012,2012,KS,Kansas,33,35 - 44,"(38.34774030000045, -98.20078122699965)",35 - 44,AGEYR,AGEYR3544
2012,2012,KS,Kansas,35.3,45 - 54,"(38.34774030000045, -98.20078122699965)",45 - 54,AGEYR,AGEYR4554
2012,2012,KS,Kansas,33.1,55 - 64,"(38.34774030000045, -98.20078122699965)",55 - 64,AGEYR,AGEYR5564
2012,2012,KS,Kansas,26.2,65 or older,"(38.34774030000045, -98.20078122699965)",65 or older,AGEYR,AGEYR65PLUS
2013,2013,KS,Kansas,18.1,18 - 24,"(38.34774030000045, -98.20078122699965)",18 - 24,AGEYR,AGEYR1824
2013,2013,KS,Kansas,28.9,25 - 34,"(38.34774030000045, -98.20078122699965)",25 - 34,AGEYR,AGEYR2534
2013,2013,KS,Kansas,34.5,35 - 44,"(38.34774030000045, -98.20078122699965)",35 - 44,AGEYR,AGEYR3544
2013,2013,KS,Kansas,34.1,45 - 54,"(38.34774030000045, -98.20078122699965)",45 - 54,AGEYR,AGEYR4554
2013,2013,KS,Kansas,37,55 - 64,"(38.34774030000045, -98.20078122699965)",55 - 64,AGEYR,AGEYR5564
2013,2013,KS,Kansas,25.9,65 or older,"(38.34774030000045, -98.20078122699965)",65 or older,AGEYR,AGEYR65PLUS
2014,2014,KS,Kansas,15.2,18 - 24,"(38.34774030000045, -98.20078122699965)",18 - 24,AGEYR,AGEYR1824
2014,2014,KS,Kansas,30,25 - 34,"(38.34774030000045, -98.20078122699965)",25 - 34,AGEYR,AGEYR2534
2014,2014,KS,Kansas,36.5,35 - 44,"(38.34774030000045, -98.20078122699965)",35 - 44,AGEYR,AGEYR3544
2014,2014,KS,Kansas,36.6,45 - 54,"(38.34774030000045, -98.20078122699965)",45 - 54,AGEYR,AGEYR4554
2014,2014,KS,Kansas,38.4,55 - 64,"(38.34774030000045, -98.20078122699965)",55 - 64,AGEYR,AGEYR5564
2014,2014,KS,Kansas,28.7,65 or older,"(38.34774030000045, -98.20078122699965)",65 or older,AGEYR,AGEYR65PLUS
2015,2015,KS,Kansas,22.1,18 - 24,"(38.34774030000045, -98.20078122699965)",18 - 24,AGEYR,AGEYR1824
2015,2015,KS,Kansas,30.5,65 or older,"(38.34774030000045, -98.20078122699965)",65 or older,AGEYR,AGEYR65PLUS
2015,2015,KS,Kansas,35.8,25 - 34,"(38.34774030000045, -98.20078122699965)",25 - 34,AGEYR,AGEYR2534
2015,2015,KS,Kansas,38,35 - 44,"(38.34774030000045, -98.20078122699965)",35 - 44,AGEYR,AGEYR3544
2015,2015,KS,Kansas,38.8,55 - 64,"(38.34774030000045, -98.20078122699965)",55 - 64,AGEYR,AGEYR5564
2015,2015,KS,Kansas,39.1,45 - 54,"(38.34774030000045, -98.20078122699965)",45 - 54,AGEYR,AGEYR4554
2011,2011,KY,Kentucky,21.2,18 - 24,"(37.645970271000465, -84.77497104799966)",18 - 24,AGEYR,AGEYR1824
2011,2011,KY,Kentucky,28.7,25 - 34,"(37.645970271000465, -84.77497104799966)",25 - 34,AGEYR,AGEYR2534
2011,2011,KY,Kentucky,33.7,35 - 44,"(37.645970271000465, -84.77497104799966)",35 - 44,AGEYR,AGEYR3544
2011,2011,KY,Kentucky,34.8,45 - 54,"(37.645970271000465, -84.77497104799966)",45 - 54,AGEYR,AGEYR4554
2011,2011,KY,Kentucky,36.4,55 - 64,"(37.645970271000465, -84.77497104799966)",55 - 64,AGEYR,AGEYR5564
2011,2011,KY,Kentucky,25.1,65 or older,"(37.645970271000465, -84.77497104799966)",65 or older,AGEYR,AGEYR65PLUS
2012,2012,KY,Kentucky,17.2,18 - 24,"(37.645970271000465, -84.77497104799966)",18 - 24,AGEYR,AGEYR1824
2012,2012,KY,Kentucky,28.7,25 - 34,"(37.645970271000465, -84.77497104799966)",25 - 34,AGEYR,AGEYR2534
2012,2012,KY,Kentucky,37.2,35 - 44,"(37.645970271000465, -84.77497104799966)",35 - 44,AGEYR,AGEYR3544
2012,2012,KY,Kentucky,37.6,45 - 54,"(37.645970271000465, -84.77497104799966)",45 - 54,AGEYR,AGEYR4554
2012,2012,KY,Kentucky,34.2,55 - 64,"(37.645970271000465, -84.77497104799966)",55 - 64,AGEYR,AGEYR5564
2012,2012,KY,Kentucky,29.2,65 or older,"(37.645970271000465, -84.77497104799966)",65 or older,AGEYR,AGEYR65PLUS
2013,2013,KY,Kentucky,18.4,18 - 24,"(37.645970271000465, -84.77497104799966)",18 - 24,AGEYR,AGEYR1824
2013,2013,KY,Kentucky,29.2,25 - 34,"(37.645970271000465, -84.77497104799966)",25 - 34,AGEYR,AGEYR2534
2013,2013,KY,Kentucky,38.6,35 - 44,"(37.645970271000465, -84.77497104799966)",35 - 44,AGEYR,AGEYR3544
2013,2013,KY,Kentucky,38.6,45 - 54,"(37.645970271000465, -84.77497104799966)",45 - 54,AGEYR,AGEYR4554
2013,2013,KY,Kentucky,40.5,55 - 64,"(37.645970271000465, -84.77497104799966)",55 - 64,AGEYR,AGEYR5564
2013,2013,KY,Kentucky,29.7,65 or older,"(37.645970271000465, -84.77497104799966)",65 or older,AGEYR,AGEYR65PLUS
2014,2014,KY,Kentucky,14.6,18 - 24,"(37.645970271000465, -84.77497104799966)",18 - 24,AGEYR,AGEYR1824
2014,2014,KY,Kentucky,29.7,25 - 34,"(37.645970271000465, -84.77497104799966)",25 - 34,AGEYR,AGEYR2534
2014,2014,KY,Kentucky,39.5,35 - 44,"(37.645970271000465, -84.77497104799966)",35 - 44,AGEYR,AGEYR3544
2014,2014,KY,Kentucky,37.1,45 - 54,"(37.645970271000465, -84.77497104799966)",45 - 54,AGEYR,AGEYR4554
2014,2014,KY,Kentucky,37,55 - 64,"(37.645970271000465, -84.77497104799966)",55 - 64,AGEYR,AGEYR5564
2014,2014,KY,Kentucky,27.5,65 or older,"(37.645970271000465, -84.77497104799966)",65 or older,AGEYR,AGEYR65PLUS
2015,2015,KY,Kentucky,17.8,18 - 24,"(37.645970271000465, -84.77497104799966)",18 - 24,AGEYR,AGEYR1824
2015,2015,KY,Kentucky,31.2,65 or older,"(37.645970271000465, -84.77497104799966)",65 or older,AGEYR,AGEYR65PLUS
2015,2015,KY,Kentucky,36.2,25 - 34,"(37.645970271000465, -84.77497104799966)",25 - 34,AGEYR,AGEYR2534
2015,2015,KY,Kentucky,37.5,35 - 44,"(37.645970271000465, -84.77497104799966)",35 - 44,AGEYR,AGEYR3544
2015,2015,KY,Kentucky,40.3,55 - 64,"(37.645970271000465, -84.77497104799966)",55 - 64,AGEYR,AGEYR5564
2015,2015,KY,Kentucky,40.6,45 - 54,"(37.645970271000465, -84.77497104799966)",45 - 54,AGEYR,AGEYR4554
2011,2011,LA,Louisiana,17,18 - 24,"(31.31266064400046, -92.44568007099969)",18 - 24,AGEYR,AGEYR1824
2011,2011,LA,Louisiana,32.7,25 - 34,"(31.31266064400046, -92.44568007099969)",25 - 34,AGEYR,AGEYR2534
2011,2011,LA,Louisiana,38.5,35 - 44,"(31.31266064400046, -92.44568007099969)",35 - 44,AGEYR,AGEYR3544
2011,2011,LA,Louisiana,39.7,45 - 54,"(31.31266064400046, -92.44568007099969)",45 - 54,AGEYR,AGEYR4554
2011,2011,LA,Louisiana,41,55 - 64,"(31.31266064400046, -92.44568007099969)",55 - 64,AGEYR,AGEYR5564
2011,2011,LA,Louisiana,28.7,65 or older,"(31.31266064400046, -92.44568007099969)",65 or older,AGEYR,AGEYR65PLUS
2012,2012,LA,Louisiana,19.6,18 - 24,"(31.31266064400046, -92.44568007099969)",18 - 24,AGEYR,AGEYR1824
2012,2012,LA,Louisiana,34.6,25 - 34,"(31.31266064400046, -92.44568007099969)",25 - 34,AGEYR,AGEYR2534
2012,2012,LA,Louisiana,41,35 - 44,"(31.31266064400046, -92.44568007099969)",35 - 44,AGEYR,AGEYR3544
2012,2012,LA,Louisiana,40.4,45 - 54,"(31.31266064400046, -92.44568007099969)",45 - 54,AGEYR,AGEYR4554
2012,2012,LA,Louisiana,39.6,55 - 64,"(31.31266064400046, -92.44568007099969)",55 - 64,AGEYR,AGEYR5564
2012,2012,LA,Louisiana,30.4,65 or older,"(31.31266064400046, -92.44568007099969)",65 or older,AGEYR,AGEYR65PLUS
2013,2013,LA,Louisiana,17.7,18 - 24,"(31.31266064400046, -92.44568007099969)",18 - 24,AGEYR,AGEYR1824
2013,2013,LA,Louisiana,27.5,25 - 34,"(31.31266064400046, -92.44568007099969)",25 - 34,AGEYR,AGEYR2534
2013,2013,LA,Louisiana,40.4,35 - 44,"(31.31266064400046, -92.44568007099969)",35 - 44,AGEYR,AGEYR3544
2013,2013,LA,Louisiana,40.5,45 - 54,"(31.31266064400046, -92.44568007099969)",45 - 54,AGEYR,AGEYR4554
2013,2013,LA,Louisiana,37.8,55 - 64,"(31.31266064400046, -92.44568007099969)",55 - 64,AGEYR,AGEYR5564
2013,2013,LA,Louisiana,32.2,65 or older,"(31.31266064400046, -92.44568007099969)",65 or older,AGEYR,AGEYR65PLUS
2014,2014,LA,Louisiana,19.4,18 - 24,"(31.31266064400046, -92.44568007099969)",18 - 24,AGEYR,AGEYR1824
2014,2014,LA,Louisiana,35.5,25 - 34,"(31.31266064400046, -92.44568007099969)",25 - 34,AGEYR,AGEYR2534
2014,2014,LA,Louisiana,40.7,35 - 44,"(31.31266064400046, -92.44568007099969)",35 - 44,AGEYR,AGEYR3544
2014,2014,LA,Louisiana,38.5,45 - 54,"(31.31266064400046, -92.44568007099969)",45 - 54,AGEYR,AGEYR4554
2014,2014,LA,Louisiana,40.1,55 - 64,"(31.31266064400046, -92.44568007099969)",55 - 64,AGEYR,AGEYR5564
2014,2014,LA,Louisiana,32,65 or older,"(31.31266064400046, -92.44568007099969)",65 or older,AGEYR,AGEYR65PLUS
2015,2015,LA,Louisiana,28.1,25 - 34,"(31.31266064400046, -92.44568007099969)",25 - 34,AGEYR,AGEYR2534
2015,2015,LA,Louisiana,29.1,18 - 24,"(31.31266064400046, -92.44568007099969)",18 - 24,AGEYR,AGEYR1824
2015,2015,LA,Louisiana,33.6,65 or older,"(31.31266064400046, -92.44568007099969)",65 or older,AGEYR,AGEYR65PLUS
2015,2015,LA,Louisiana,39.8,55 - 64,"(31.31266064400046, -92.44568007099969)",55 - 64,AGEYR,AGEYR5564
2015,2015,LA,Louisiana,41.6,45 - 54,"(31.31266064400046, -92.44568007099969)",45 - 54,AGEYR,AGEYR4554
2015,2015,LA,Louisiana,44.5,35 - 44,"(31.31266064400046, -92.44568007099969)",35 - 44,AGEYR,AGEYR3544
2011,2011,ME,Maine,32.7,55 - 64,"(45.254228894000505, -68.98503133599962)",55 - 64,AGEYR,AGEYR5564
2011,2011,ME,Maine,14.8,18 - 24,"(45.254228894000505, -68.98503133599962)",18 - 24,AGEYR,AGEYR1824
2011,2011,ME,Maine,28.8,25 - 34,"(45.254228894000505, -68.98503133599962)",25 - 34,AGEYR,AGEYR2534
2011,2011,ME,Maine,28.9,35 - 44,"(45.254228894000505, -68.98503133599962)",35 - 44,AGEYR,AGEYR3544
2011,2011,ME,Maine,32.4,45 - 54,"(45.254228894000505, -68.98503133599962)",45 - 54,AGEYR,AGEYR4554
2011,2011,ME,Maine,24.5,65 or older,"(45.254228894000505, -68.98503133599962)",65 or older,AGEYR,AGEYR65PLUS
2012,2012,ME,Maine,14.4,18 - 24,"(45.254228894000505, -68.98503133599962)",18 - 24,AGEYR,AGEYR1824
2012,2012,ME,Maine,27.4,25 - 34,"(45.254228894000505, -68.98503133599962)",25 - 34,AGEYR,AGEYR2534
2012,2012,ME,Maine,32.9,35 - 44,"(45.254228894000505, -68.98503133599962)",35 - 44,AGEYR,AGEYR3544
2012,2012,ME,Maine,32.9,45 - 54,"(45.254228894000505, -68.98503133599962)",45 - 54,AGEYR,AGEYR4554
2012,2012,ME,Maine,32.1,55 - 64,"(45.254228894000505, -68.98503133599962)",55 - 64,AGEYR,AGEYR5564
2012,2012,ME,Maine,25.9,65 or older,"(45.254228894000505, -68.98503133599962)",65 or older,AGEYR,AGEYR65PLUS
2013,2013,ME,Maine,15.1,18 - 24,"(45.254228894000505, -68.98503133599962)",18 - 24,AGEYR,AGEYR1824
2013,2013,ME,Maine,24,25 - 34,"(45.254228894000505, -68.98503133599962)",25 - 34,AGEYR,AGEYR2534
2013,2013,ME,Maine,33.2,35 - 44,"(45.254228894000505, -68.98503133599962)",35 - 44,AGEYR,AGEYR3544
2013,2013,ME,Maine,34.3,45 - 54,"(45.254228894000505, -68.98503133599962)",45 - 54,AGEYR,AGEYR4554
2013,2013,ME,Maine,33.4,55 - 64,"(45.254228894000505, -68.98503133599962)",55 - 64,AGEYR,AGEYR5564
2013,2013,ME,Maine,27.2,65 or older,"(45.254228894000505, -68.98503133599962)",65 or older,AGEYR,AGEYR65PLUS
2014,2014,ME,Maine,14.7,18 - 24,"(45.254228894000505, -68.98503133599962)",18 - 24,AGEYR,AGEYR1824
2014,2014,ME,Maine,29,25 - 34,"(45.254228894000505, -68.98503133599962)",25 - 34,AGEYR,AGEYR2534
2014,2014,ME,Maine,29.5,35 - 44,"(45.254228894000505, -68.98503133599962)",35 - 44,AGEYR,AGEYR3544
2014,2014,ME,Maine,34.4,45 - 54,"(45.254228894000505, -68.98503133599962)",45 - 54,AGEYR,AGEYR4554
2014,2014,ME,Maine,31.4,55 - 64,"(45.254228894000505, -68.98503133599962)",55 - 64,AGEYR,AGEYR5564
2014,2014,ME,Maine,25.9,65 or older,"(45.254228894000505, -68.98503133599962)",65 or older,AGEYR,AGEYR65PLUS
2015,2015,ME,Maine,22.5,18 - 24,"(45.254228894000505, -68.98503133599962)",18 - 24,AGEYR,AGEYR1824
2015,2015,ME,Maine,27.2,25 - 34,"(45.254228894000505, -68.98503133599962)",25 - 34,AGEYR,AGEYR2534
2015,2015,ME,Maine,29,65 or older,"(45.254228894000505, -68.98503133599962)",65 or older,AGEYR,AGEYR65PLUS
2015,2015,ME,Maine,31.8,45 - 54,"(45.254228894000505, -68.98503133599962)",45 - 54,AGEYR,AGEYR4554
2015,2015,ME,Maine,33,35 - 44,"(45.254228894000505, -68.98503133599962)",35 - 44,AGEYR,AGEYR3544
2015,2015,ME,Maine,33.5,55 - 64,"(45.254228894000505, -68.98503133599962)",55 - 64,AGEYR,AGEYR5564
2011,2011,MD,Maryland,31.9,45 - 54,"(39.29058096400047, -76.60926011099963)",45 - 54,AGEYR,AGEYR4554
2011,2011,MD,Maryland,16.9,18 - 24,"(39.29058096400047, -76.60926011099963)",18 - 24,AGEYR,AGEYR1824
2011,2011,MD,Maryland,26.4,25 - 34,"(39.29058096400047, -76.60926011099963)",25 - 34,AGEYR,AGEYR2534
2011,2011,MD,Maryland,32,35 - 44,"(39.29058096400047, -76.60926011099963)",35 - 44,AGEYR,AGEYR3544
2011,2011,MD,Maryland,32.8,55 - 64,"(39.29058096400047, -76.60926011099963)",55 - 64,AGEYR,AGEYR5564
2011,2011,MD,Maryland,26.1,65 or older,"(39.29058096400047, -76.60926011099963)",65 or older,AGEYR,AGEYR65PLUS
2012,2012,MD,Maryland,11.2,18 - 24,"(39.29058096400047, -76.60926011099963)",18 - 24,AGEYR,AGEYR1824
2012,2012,MD,Maryland,23.9,25 - 34,"(39.29058096400047, -76.60926011099963)",25 - 34,AGEYR,AGEYR2534
2012,2012,MD,Maryland,30.4,35 - 44,"(39.29058096400047, -76.60926011099963)",35 - 44,AGEYR,AGEYR3544
2012,2012,MD,Maryland,34.3,45 - 54,"(39.29058096400047, -76.60926011099963)",45 - 54,AGEYR,AGEYR4554
2012,2012,MD,Maryland,34.4,55 - 64,"(39.29058096400047, -76.60926011099963)",55 - 64,AGEYR,AGEYR5564
2012,2012,MD,Maryland,26.2,65 or older,"(39.29058096400047, -76.60926011099963)",65 or older,AGEYR,AGEYR65PLUS
2013,2013,MD,Maryland,33.1,55 - 64,"(39.29058096400047, -76.60926011099963)",55 - 64,AGEYR,AGEYR5564
2013,2013,MD,Maryland,15.4,18 - 24,"(39.29058096400047, -76.60926011099963)",18 - 24,AGEYR,AGEYR1824
2013,2013,MD,Maryland,25.5,25 - 34,"(39.29058096400047, -76.60926011099963)",25 - 34,AGEYR,AGEYR2534
2013,2013,MD,Maryland,29.4,35 - 44,"(39.29058096400047, -76.60926011099963)",35 - 44,AGEYR,AGEYR3544
2013,2013,MD,Maryland,34.9,45 - 54,"(39.29058096400047, -76.60926011099963)",45 - 54,AGEYR,AGEYR4554
2013,2013,MD,Maryland,27,65 or older,"(39.29058096400047, -76.60926011099963)",65 or older,AGEYR,AGEYR65PLUS
2014,2014,MD,Maryland,11.5,18 - 24,"(39.29058096400047, -76.60926011099963)",18 - 24,AGEYR,AGEYR1824
2014,2014,MD,Maryland,31.1,25 - 34,"(39.29058096400047, -76.60926011099963)",25 - 34,AGEYR,AGEYR2534
2014,2014,MD,Maryland,31.1,35 - 44,"(39.29058096400047, -76.60926011099963)",35 - 44,AGEYR,AGEYR3544
2014,2014,MD,Maryland,35.6,45 - 54,"(39.29058096400047, -76.60926011099963)",45 - 54,AGEYR,AGEYR4554
2014,2014,MD,Maryland,33.6,55 - 64,"(39.29058096400047, -76.60926011099963)",55 - 64,AGEYR,AGEYR5564
2014,2014,MD,Maryland,29,65 or older,"(39.29058096400047, -76.60926011099963)",65 or older,AGEYR,AGEYR65PLUS
2015,2015,MD,Maryland,10.3,18 - 24,"(39.29058096400047, -76.60926011099963)",18 - 24,AGEYR,AGEYR1824
2015,2015,MD,Maryland,28.2,25 - 34,"(39.29058096400047, -76.60926011099963)",25 - 34,AGEYR,AGEYR2534
2015,2015,MD,Maryland,29.4,65 or older,"(39.29058096400047, -76.60926011099963)",65 or older,AGEYR,AGEYR65PLUS
2015,2015,MD,Maryland,30.7,35 - 44,"(39.29058096400047, -76.60926011099963)",35 - 44,AGEYR,AGEYR3544
2015,2015,MD,Maryland,33.7,55 - 64,"(39.29058096400047, -76.60926011099963)",55 - 64,AGEYR,AGEYR5564
2015,2015,MD,Maryland,35.1,45 - 54,"(39.29058096400047, -76.60926011099963)",45 - 54,AGEYR,AGEYR4554
2011,2011,MA,Massachusetts,13,18 - 24,"(42.27687047000046, -72.08269067499964)",18 - 24,AGEYR,AGEYR1824
2011,2011,MA,Massachusetts,18.6,25 - 34,"(42.27687047000046, -72.08269067499964)",25 - 34,AGEYR,AGEYR2534
2011,2011,MA,Massachusetts,25,35 - 44,"(42.27687047000046, -72.08269067499964)",35 - 44,AGEYR,AGEYR3544
2011,2011,MA,Massachusetts,26.1,45 - 54,"(42.27687047000046, -72.08269067499964)",45 - 54,AGEYR,AGEYR4554
